age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
37-56,Government,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,13,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,50,Any, >50K
37-56,Government,Low,Any, Exec-managerial,Any,Any,*,5178,0,40,Any, >50K
37-56,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Tech-support,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Transport-moving,Any,Any,*,0,0,40,Any, <=50K
17-36,?,Medium,Any, ?,Any,Any,*,0,0,30,Any, <=50K
57-76,Self-employed,High,Any, Farming-fishing,Any,Any,*,0,0,25,Any, <=50K
37-56,Government,Medium,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,High,Any, Craft-repair,Any,Any,*,0,0,65,Any, >50K
17-36,Private,Low,Any, Farming-fishing,Any,Any,*,0,0,24,Any, <=50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,20,Any, <=50K
37-56,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,45,Any, <=50K
37-56,Private,Low,Any, Transport-moving,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,High,Any, Sales,Any,Any,*,14084,0,45,Any, >50K
17-36,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Medium,Any, Sales,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,15,Any, <=50K
17-36,?,Medium,Any, ?,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Tech-support,Any,Any,*,0,0,45,Any, <=50K
37-56,Self-employed,Medium,Any, Protective-serv,Any,Any,*,0,0,3,Any, <=50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,4416,0,30,Any, <=50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,35,Any, <=50K
37-56,Private,Low,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,20,Any, <=50K
17-36,Private,High,Any, Exec-managerial,Any,Any,*,13550,0,48,Any, >50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,55,Any, <=50K
37-56,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,30,Any, <=50K
57-76,Self-employed,Medium,Any, Farming-fishing,Any,Any,*,0,0,80,Any, <=50K
17-36,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Transport-moving,Any,Any,*,0,0,45,Any, <=50K
37-56,Private,High,Any, Adm-clerical,Any,Any,*,0,0,25,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Sales,Any,Any,*,0,2559,48,Any, >50K
17-36,Private,High,Any, Handlers-cleaners,Any,Any,*,0,0,35,Any, <=50K
37-56,Private,High,Any, Machine-op-inspct,Any,Any,*,0,0,45,Any, <=50K
17-36,Private,High,Any, Sales,Any,Any,*,0,0,50,Any, <=50K
57-76,Private,Low,Any, Transport-moving,Any,Any,*,0,0,20,Any, <=50K
37-56,Government,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
17-36,Self-employed,Medium,Any, Craft-repair,Any,Any,*,0,0,48,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,15024,0,45,Any, >50K
17-36,Government,Low,Any, Handlers-cleaners,Any,Any,*,0,0,30,Any, <=50K
37-56,?,Low,Any, ?,Any,Any,*,0,0,32,Any, <=50K
57-76,Private,High,Any, Sales,Any,Any,*,20051,0,40,Any, >50K
17-36,Private,Low,Any, Protective-serv,Any,Any,*,0,1762,40,Any, <=50K
17-36,?,High,Any, ?,Any,Any,*,0,0,60,Any, <=50K
17-36,Government,High,Any, Prof-specialty,Any,Any,*,0,0,50,Any, <=50K
37-56,Private,Medium,Any, Other-service,Any,Any,*,0,0,38,Any, <=50K
37-56,Private,Medium,Any, Sales,Any,Any,*,0,0,38,Any, <=50K
57-76,Private,High,Any, Exec-managerial,Any,Any,*,0,0,38,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,High,Any, Adm-clerical,Any,Any,*,0,0,55,Any, >50K
17-36,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
17-36,Government,Low,Any, Farming-fishing,Any,Any,*,0,0,56,Any, <=50K
37-56,Private,Low,Any, Tech-support,Any,Any,*,0,0,40,Any, >50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,15024,0,55,Any, >50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,10,Any, <=50K
17-36,Private,Low,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Low,Any, Sales,Any,Any,*,5178,0,50,Any, >50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
17-36,Government,Medium,Any, Tech-support,Any,Any,*,0,0,40,Any, <=50K
57-76,Self-employed,Low,Any, Farming-fishing,Any,Any,*,1797,0,21,Any, <=50K
37-56,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,45,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,45,Any, >50K
37-56,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,50,Any, <=50K
17-36,Government,Low,Any, Transport-moving,Any,Any,*,0,1741,40,Any, <=50K
17-36,Self-employed,High,Any, Sales,Any,Any,*,0,0,20,Any, <=50K
37-56,Self-employed,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,20,Any, <=50K
37-56,Self-employed,High,Any, Prof-specialty,Any,Any,*,0,0,5,Any, >50K
37-56,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,37,Any, >50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,7688,0,55,Any, >50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,High,Any, Adm-clerical,Any,Any,*,0,0,40,Any, >50K
57-76,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, >50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,Low,Any, Sales,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,42,Any, <=50K
17-36,Government,Medium,Any, Tech-support,Any,Any,*,0,0,10,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,33,Any, <=50K
17-36,Private,High,Any, Exec-managerial,Any,Any,*,0,0,35,Any, <=50K
17-36,Private,High,Any, Exec-managerial,Any,Any,*,0,0,50,Any, >50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,8,Any, <=50K
37-56,Self-employed,High,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
57-76,?,Low,Any, ?,Any,Any,*,0,0,50,Any, >50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,25,Any, <=50K
77-90,Government,Low,Any, Other-service,Any,Any,*,0,0,20,Any, <=50K
37-56,Private,High,Any, Tech-support,Any,Any,*,3137,0,40,Any, <=50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,38,Any, <=50K
17-36,Government,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Low,Any, Transport-moving,Any,Any,*,0,0,99,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,2907,0,52,Any, <=50K
57-76,Private,Low,Any, Other-service,Any,Any,*,0,0,30,Any, <=50K
37-56,Government,Medium,Any, Adm-clerical,Any,Any,*,0,0,38,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,35,Any, <=50K
37-56,?,Low,Any, ?,Any,Any,*,0,0,32,Any, <=50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,Low,Any, Sales,Any,Any,*,0,0,24,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,46,Any, >50K
37-56,Self-employed,Medium,Any, Prof-specialty,Any,Any,*,0,0,15,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,35,Any, <=50K
37-56,Government,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,25,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,50,Any, >50K
37-56,Government,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Sales,Any,Any,*,0,0,50,Any, >50K
37-56,?,Low,Any, ?,Any,Any,*,0,0,48,Any, <=50K
17-36,Government,Low,Any, Craft-repair,Any,Any,*,0,0,45,Any, <=50K
37-56,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
57-76,Government,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
57-76,Government,Low,Any, Other-service,Any,Any,*,0,0,30,Any, <=50K
57-76,Government,High,Any, Prof-specialty,Any,Any,*,0,0,45,Any, >50K
17-36,Government,Medium,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Sales,Any,Any,*,99999,0,60,Any, >50K
17-36,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,8,Any, <=50K
37-56,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,48,Any, <=50K
57-76,Government,Low,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,High,Any, Adm-clerical,Any,Any,*,99999,0,30,Any, >50K
57-76,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Handlers-cleaners,Any,Any,*,0,0,39,Any, <=50K
17-36,Self-employed,High,Any, Craft-repair,Any,Any,*,0,0,55,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,15024,0,50,Any, >50K
57-76,Government,Medium,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
17-36,?,Medium,Any, ?,Any,Any,*,0,1602,24,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,25,Any, <=50K
37-56,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,45,Any, <=50K
37-56,Government,Medium,Any, Prof-specialty,Any,Any,*,0,0,7,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,20,Any, <=50K
37-56,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,35,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,30,Any, <=50K
57-76,Government,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Tech-support,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,12,Any, <=50K
57-76,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Handlers-cleaners,Any,Any,*,0,0,25,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,45,Any, >50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,15,Any, <=50K
37-56,Private,Low,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,High,Any, Protective-serv,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,20,Any, <=50K
37-56,Private,Medium,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
57-76,Self-employed,Low,Any, Craft-repair,Any,Any,*,0,0,28,Any, <=50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,Low,Any, Other-service,Any,Any,*,0,0,20,Any, <=50K
37-56,Private,Medium,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Low,Any, Prof-specialty,Any,Any,*,0,0,16,Any, <=50K
37-56,Private,Low,Any, Transport-moving,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Medium,Any, Protective-serv,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Craft-repair,Any,Any,*,3103,0,45,Any, >50K
37-56,Self-employed,Medium,Any, Exec-managerial,Any,Any,*,7688,0,45,Any, >50K
37-56,Government,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Priv-house-serv,Any,Any,*,0,0,45,Any, <=50K
57-76,Private,Low,Any, Tech-support,Any,Any,*,0,0,18,Any, <=50K
17-36,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,15,Any, <=50K
57-76,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,55,Any, <=50K
37-56,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,35,Any, <=50K
57-76,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,52,Any, <=50K
57-76,Private,Medium,Any, Exec-managerial,Any,Any,*,5178,0,60,Any, >50K
37-56,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,Medium,Any, Tech-support,Any,Any,*,0,0,36,Any, <=50K
57-76,?,High,Any, ?,Any,Any,*,99999,0,40,Any, >50K
17-36,?,Low,Any, ?,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Farming-fishing,Any,Any,*,0,0,24,Any, <=50K
17-36,Private,Medium,Any, Tech-support,Any,Any,*,0,0,70,Any, <=50K
37-56,Private,Low,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Transport-moving,Any,Any,*,0,2824,76,Any, >50K
57-76,Private,Low,Any, Other-service,Any,Any,*,0,0,99,Any, <=50K
37-56,Private,Medium,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,High,Any, Prof-specialty,Any,Any,*,10520,0,40,Any, >50K
37-56,Private,Low,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Low,Any, Other-service,Any,Any,*,0,0,15,Any, <=50K
17-36,Private,High,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Transport-moving,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
17-36,?,Low,Any, ?,Any,Any,*,0,0,53,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,60,Any, >50K
17-36,Private,Medium,Any, Handlers-cleaners,Any,Any,*,0,0,38,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,7688,0,40,Any, >50K
17-36,Private,Low,Any, Farming-fishing,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
17-36,Self-employed,Medium,Any, Sales,Any,Any,*,0,0,92,Any, <=50K
17-36,Government,Low,Any, Transport-moving,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,60,Any, <=50K
37-56,Private,High,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
57-76,Self-employed,Medium,Any, Farming-fishing,Any,Any,*,0,0,15,Any, <=50K
37-56,Private,Low,Any, Sales,Any,Any,*,0,1848,45,Any, >50K
37-56,Government,Low,Any, Transport-moving,Any,Any,*,0,0,40,Any, <=50K
57-76,?,Low,Any, ?,Any,Any,*,0,0,49,Any, <=50K
17-36,Self-employed,High,Any, Transport-moving,Any,Any,*,0,0,48,Any, <=50K
37-56,Government,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Adm-clerical,Any,Any,*,0,0,18,Any, <=50K
77-90,Self-employed,Low,Any, Sales,Any,Any,*,0,0,20,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,20,Any, <=50K
17-36,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Self-employed,Medium,Any, Farming-fishing,Any,Any,*,0,0,60,Any, <=50K
37-56,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,25,Any, <=50K
37-56,Government,Low,Any, Handlers-cleaners,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,54,Any, <=50K
77-90,?,Low,Any, ?,Any,Any,*,0,0,20,Any, <=50K
17-36,Private,Low,Any, Exec-managerial,Any,Any,*,0,0,45,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,50,Any, >50K
17-36,Private,High,Any, Adm-clerical,Any,Any,*,0,0,35,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,45,Any, <=50K
17-36,Private,High,Any, Sales,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
57-76,Private,High,Any, Sales,Any,Any,*,0,0,15,Any, >50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,15,Any, <=50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,50,Any, <=50K
37-56,Government,High,Any, Protective-serv,Any,Any,*,15024,0,40,Any, >50K
57-76,Private,Low,Any, Transport-moving,Any,Any,*,0,0,16,Any, <=50K
57-76,Self-employed,Low,Any, Sales,Any,Any,*,0,0,15,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Medium,Any, Adm-clerical,Any,Any,*,0,0,24,Any, <=50K
37-56,Private,Medium,Any, Adm-clerical,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Low,Any, Transport-moving,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,25,Any, <=50K
37-56,Government,Medium,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Medium,Any, Prof-specialty,Any,Any,*,1055,0,32,Any, <=50K
17-36,Self-employed,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,1721,15,Any, <=50K
77-90,Private,Medium,Any, Sales,Any,Any,*,0,0,37,Any, <=50K
17-36,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, >50K
17-36,Self-employed,Medium,Any, Farming-fishing,Any,Any,*,0,0,50,Any, <=50K
57-76,Private,Low,Any, Transport-moving,Any,Any,*,0,0,40,Any, <=50K
17-36,Government,Medium,Any, Exec-managerial,Any,Any,*,0,0,32,Any, <=50K
17-36,Private,Medium,Any, Tech-support,Any,Any,*,0,0,54,Any, <=50K
37-56,Private,Medium,Any, Sales,Any,Any,*,0,1977,45,Any, >50K
57-76,Private,Low,Any, Sales,Any,Any,*,0,0,30,Any, <=50K
17-36,Government,Medium,Any, Protective-serv,Any,Any,*,0,1974,40,Any, <=50K
37-56,Private,Low,Any, Adm-clerical,Any,Any,*,914,0,40,Any, <=50K
57-76,Private,Low,Any, Other-service,Any,Any,*,0,0,32,Any, <=50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Craft-repair,Any,Any,*,3411,0,40,Any, <=50K
57-76,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Medium,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
17-36,?,Low,Any, ?,Any,Any,*,0,0,38,Any, <=50K
37-56,Government,Low,Any, Other-service,Any,Any,*,0,0,48,Any, <=50K
17-36,Private,Medium,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
17-36,?,High,Any, ?,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,40,Any, <=50K
17-36,Self-employed,Medium,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,1602,18,Any, <=50K
17-36,Private,Medium,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,Low,Any, Other-service,Any,Any,*,0,0,30,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,0,0,30,Any, <=50K
57-76,?,Low,Any, ?,Any,Any,*,0,0,24,Any, <=50K
17-36,Government,Medium,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Other-service,Any,Any,*,0,0,8,Any, <=50K
37-56,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Low,Any, Protective-serv,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,50,Any, >50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,50,Any, <=50K
37-56,Private,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
37-56,Self-employed,Medium,Any, Transport-moving,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Medium,Any, Exec-managerial,Any,Any,*,0,0,40,Any, <=50K
37-56,Government,Low,Any, Transport-moving,Any,Any,*,0,0,40,Any, >50K
17-36,?,Low,Any, ?,Any,Any,*,0,0,20,Any, <=50K
37-56,Government,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
17-36,?,High,Any, ?,Any,Any,*,0,0,25,Any, <=50K
17-36,Private,High,Any, Other-service,Any,Any,*,0,0,40,Any, <=50K
37-56,Self-employed,High,Any, Craft-repair,Any,Any,*,0,0,40,Any, <=50K
17-36,Government,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
17-36,Self-employed,Medium,Any, Sales,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
17-36,Private,High,Any, Farming-fishing,Any,Any,*,0,0,50,Any, <=50K
17-36,Private,High,Any, Sales,Any,Any,*,0,0,40,Any, <=50K
37-56,Private,High,Any, Prof-specialty,Any,Any,*,0,0,50,Any, <=50K
57-76,Government,High,Any, Exec-managerial,Any,Any,*,0,0,40,Any, >50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,3464,0,50,Any, <=50K
37-56,Private,Low,Any, Machine-op-inspct,Any,Any,*,0,0,40,Any, <=50K
17-36,Government,Medium,Any, Adm-clerical,Any,Any,*,0,0,20,Any, <=50K
17-36,Private,Low,Any, Priv-house-serv,Any,Any,*,0,0,10,Any, <=50K
17-36,Private,Medium,Any, Sales,Any,Any,*,3325,0,45,Any, <=50K
57-76,Self-employed,Low,Any, Exec-managerial,Any,Any,*,9386,0,50,Any, >50K
17-36,Private,Low,Any, Handlers-cleaners,Any,Any,*,0,0,60,Any, <=50K
17-36,Private,High,Any, Sales,Any,Any,*,0,0,48,Any, >50K
17-36,Private,Low,Any, Adm-clerical,Any,Any,*,0,0,20,Any, <=50K
37-56,Government,High,Any, Prof-specialty,Any,Any,*,0,0,40,Any, <=50K
