age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
17-36,Working,Any,13,Any, Handlers-cleaners, Own-child,Any, Female,0,0,15,Any, <=50K
17-36,Working,Any,9,Any, Sales, Husband,Any, Male,0,0,36,Any, <=50K
57-76,Working,Any,9,Any, Sales, Wife,Any, Female,0,0,21,Any, <=50K
37-56,Working,Any,10,Any, Adm-clerical, Unmarried,Any, Female,0,0,45,Any, <=50K
17-36,Working,Any,9,Any, Adm-clerical, Own-child,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Sales, Unmarried,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Prof-specialty, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Sales, Husband,Any, Male,0,0,40,Any, >50K
57-76,Working,Any,10,Any, Exec-managerial, Unmarried,Any, Female,0,0,45,Any, <=50K
37-56,Working,Any,9,Any, Machine-op-inspct, Not-in-family,Any, Male,6849,0,40,Any, <=50K
17-36,Working,Any,3,Any, Other-service, Other-relative,Any, Male,0,0,54,Any, <=50K
17-36,Working,Any,15,Any, Prof-specialty, Husband,Any, Male,0,0,55,Any, >50K
17-36,Working,Any,9,Any, Machine-op-inspct, Unmarried,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Exec-managerial, Husband,Any, Male,0,0,60,Any, >50K
57-76,Not working,Any,13,Any, ?, Husband,Any, Male,0,0,10,Any, <=50K
57-76,Working,Any,13,Any, Prof-specialty, Husband,Any, Male,5013,0,40,Any, <=50K
17-36,Working,Any,14,Any, Exec-managerial, Not-in-family,Any, Female,13550,0,60,Any, >50K
17-36,Working,Any,13,Any, Prof-specialty, Wife,Any, Female,0,0,35,Any, <=50K
17-36,Working,Any,13,Any, Prof-specialty, Not-in-family,Any, Female,0,0,40,Any, <=50K
77-90,Working,Any,2,Any, Prof-specialty, Husband,Any, Male,0,0,15,Any, <=50K
37-56,Working,Any,9,Any, Other-service, Other-relative,Any, Female,0,0,35,Any, <=50K
37-56,Working,Any,9,Any, Craft-repair, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Other-service, Husband,Any, Male,0,0,30,Any, <=50K
37-56,Working,Any,9,Any, Machine-op-inspct, Husband,Any, Male,0,0,45,Any, >50K
37-56,Working,Any,12,Any, Craft-repair, Husband,Any, Male,0,0,45,Any, <=50K
37-56,Working,Any,10,Any, Adm-clerical, Husband,Any, Male,0,0,50,Any, >50K
17-36,Not working,Any,3,Any, ?, Wife,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Prof-specialty, Husband,Any, Male,0,0,40,Any, >50K
57-76,Working,Any,13,Any, Sales, Husband,Any, Male,0,0,40,Any, >50K
17-36,Working,Any,12,Any, Handlers-cleaners, Not-in-family,Any, Male,0,0,36,Any, <=50K
17-36,Working,Any,13,Any, Sales, Not-in-family,Any, Male,0,0,25,Any, <=50K
17-36,Working,Any,9,Any, Machine-op-inspct, Not-in-family,Any, Female,0,0,60,Any, <=50K
37-56,Working,Any,10,Any, Machine-op-inspct, Husband,Any, Male,0,0,44,Any, >50K
17-36,Working,Any,9,Any, Other-service, Unmarried,Any, Female,0,0,30,Any, <=50K
37-56,Working,Any,13,Any, Prof-specialty, Husband,Any, Male,0,0,40,Any, >50K
37-56,Working,Any,7,Any, Machine-op-inspct, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Other-service, Husband,Any, Male,0,0,50,Any, <=50K
17-36,Working,Any,13,Any, Transport-moving, Husband,Any, Male,0,0,20,Any, <=50K
37-56,Working,Any,9,Any, Adm-clerical, Not-in-family,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Exec-managerial, Own-child,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,12,Any, Prof-specialty, Unmarried,Any, Male,0,0,25,Any, <=50K
37-56,Working,Any,10,Any, Adm-clerical, Wife,Any, Female,0,0,40,Any, >50K
17-36,Working,Any,13,Any, Sales, Own-child,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,6,Any, Handlers-cleaners, Other-relative,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Sales, Unmarried,Any, Female,0,0,30,Any, <=50K
37-56,Not working,Any,9,Any, ?, Husband,Any, Male,2635,0,40,Any, <=50K
17-36,Working,Any,6,Any, Other-service, Own-child,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Handlers-cleaners, Own-child,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Adm-clerical, Unmarried,Any, Female,0,0,38,Any, <=50K
17-36,Working,Any,12,Any, Sales, Husband,Any, Male,0,0,60,Any, <=50K
37-56,Working,Any,10,Any, Adm-clerical, Wife,Any, Female,0,0,35,Any, <=50K
37-56,Working,Any,9,Any, Adm-clerical, Own-child,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Exec-managerial, Not-in-family,Any, Male,0,2339,50,Any, <=50K
37-56,Working,Any,10,Any, Sales, Husband,Any, Male,0,0,35,Any, >50K
57-76,Working,Any,2,Any, Priv-house-serv, Not-in-family,Any, Female,0,0,12,Any, <=50K
37-56,Working,Any,10,Any, Prof-specialty, Husband,Any, Male,0,0,40,Any, >50K
37-56,Working,Any,9,Any, Adm-clerical, Not-in-family,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Prof-specialty, Own-child,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Adm-clerical, Unmarried,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,7,Any, Craft-repair, Husband,Any, Male,5178,0,40,Any, >50K
37-56,Working,Any,10,Any, Farming-fishing, Husband,Any, Male,0,0,86,Any, <=50K
17-36,Working,Any,9,Any, Adm-clerical, Other-relative,Any, Female,0,1974,40,Any, <=50K
17-36,Working,Any,12,Any, Adm-clerical, Husband,Any, Male,0,0,40,Any, >50K
17-36,Working,Any,13,Any, Prof-specialty, Not-in-family,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Exec-managerial, Husband,Any, Male,0,0,80,Any, <=50K
57-76,Working,Any,9,Any, Adm-clerical, Not-in-family,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Sales, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Prof-specialty, Husband,Any, Male,0,0,40,Any, >50K
17-36,Working,Any,8,Any, Sales, Not-in-family,Any, Female,0,0,55,Any, <=50K
17-36,Working,Any,9,Any, Machine-op-inspct, Wife,Any, Female,0,0,46,Any, >50K
17-36,Working,Any,9,Any, Farming-fishing, Husband,Any, Male,0,0,50,Any, >50K
37-56,Not working,Any,9,Any, ?, Wife,Any, Female,0,0,35,Any, <=50K
17-36,Working,Any,10,Any, Protective-serv, Husband,Any, Male,0,0,40,Any, >50K
37-56,Working,Any,9,Any, Transport-moving, Husband,Any, Male,0,0,50,Any, <=50K
17-36,Working,Any,11,Any, Exec-managerial, Not-in-family,Any, Female,0,0,23,Any, <=50K
17-36,Working,Any,12,Any, Machine-op-inspct, Husband,Any, Male,5178,0,40,Any, >50K
37-56,Working,Any,13,Any, Exec-managerial, Not-in-family,Any, Male,0,0,40,Any, >50K
57-76,Working,Any,9,Any, Protective-serv, Husband,Any, Male,0,0,40,Any, >50K
17-36,Working,Any,10,Any, Other-service, Own-child,Any, Female,0,0,15,Any, <=50K
17-36,Working,Any,10,Any, Tech-support, Not-in-family,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Adm-clerical, Unmarried,Any, Female,0,0,35,Any, <=50K
37-56,Working,Any,10,Any, Exec-managerial, Wife,Any, Female,0,0,20,Any, >50K
37-56,Working,Any,10,Any, Prof-specialty, Own-child,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,6,Any, Machine-op-inspct, Husband,Any, Male,0,0,40,Any, >50K
17-36,Working,Any,13,Any, Exec-managerial, Not-in-family,Any, Male,0,0,25,Any, <=50K
17-36,Working,Any,13,Any, Prof-specialty, Wife,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Adm-clerical, Unmarried,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Handlers-cleaners, Own-child,Any, Male,0,0,35,Any, <=50K
37-56,Working,Any,9,Any, Transport-moving, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Not working,Any,10,Any, ?, Own-child,Any, Female,0,0,24,Any, <=50K
37-56,Working,Any,9,Any, Exec-managerial, Husband,Any, Male,0,1902,55,Any, >50K
37-56,Working,Any,13,Any, Exec-managerial, Not-in-family,Any, Female,0,0,42,Any, <=50K
17-36,Working,Any,13,Any, Prof-specialty, Not-in-family,Any, Female,0,0,60,Any, <=50K
17-36,Working,Any,9,Any, Machine-op-inspct, Not-in-family,Any, Male,0,0,40,Any, <=50K
37-56,Not working,Any,14,Any, ?, Wife,Any, Female,15024,0,2,Any, >50K
17-36,Working,Any,10,Any, Machine-op-inspct, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Adm-clerical, Own-child,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Handlers-cleaners, Own-child,Any, Male,0,0,20,Any, <=50K
17-36,Working,Any,10,Any, Craft-repair, Husband,Any, Male,0,0,50,Any, <=50K
17-36,Working,Any,13,Any, Other-service, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,14,Any, Prof-specialty, Unmarried,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Prof-specialty, Unmarried,Any, Male,0,653,50,Any, >50K
37-56,Working,Any,14,Any, Exec-managerial, Not-in-family,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Exec-managerial, Own-child,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,11,Any, Craft-repair, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Sales, Not-in-family,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Adm-clerical, Not-in-family,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Sales, Husband,Any, Male,0,0,45,Any, <=50K
57-76,Not working,Any,13,Any, ?, Husband,Any, Male,0,0,8,Any, >50K
37-56,Working,Any,13,Any, Sales, Husband,Any, Male,0,0,70,Any, >50K
17-36,Working,Any,9,Any, Craft-repair, Husband,Any, Male,0,0,44,Any, <=50K
17-36,Working,Any,9,Any, Transport-moving, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Prof-specialty, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Farming-fishing, Husband,Any, Male,0,0,60,Any, <=50K
57-76,Working,Any,13,Any, Prof-specialty, Husband,Any, Male,3103,0,50,Any, >50K
37-56,Working,Any,10,Any, Farming-fishing, Husband,Any, Male,0,0,40,Any, <=50K
57-76,Working,Any,6,Any, Machine-op-inspct, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Prof-specialty, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Exec-managerial, Husband,Any, Male,0,0,45,Any, >50K
37-56,Working,Any,13,Any, Exec-managerial, Not-in-family,Any, Male,0,0,55,Any, >50K
17-36,Working,Any,6,Any, Craft-repair, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,14,Any, Prof-specialty, Not-in-family,Any, Female,0,0,60,Any, <=50K
37-56,Working,Any,9,Any, Craft-repair, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Adm-clerical, Unmarried,Any, Female,0,0,30,Any, <=50K
37-56,Working,Any,9,Any, Sales, Not-in-family,Any, Male,0,0,60,Any, <=50K
17-36,Working,Any,9,Any, Craft-repair, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Adm-clerical, Not-in-family,Any, Female,0,0,35,Any, <=50K
17-36,Working,Any,10,Any, Exec-managerial, Own-child,Any, Male,0,0,25,Any, <=50K
17-36,Working,Any,9,Any, Craft-repair, Own-child,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Sales, Not-in-family,Any, Female,0,0,34,Any, <=50K
37-56,Working,Any,13,Any, Prof-specialty, Husband,Any, Male,0,0,50,Any, >50K
17-36,Working,Any,10,Any, Sales, Husband,Any, Male,0,1740,50,Any, <=50K
17-36,Working,Any,12,Any, Prof-specialty, Unmarried,Any, Female,0,0,45,Any, <=50K
17-36,Working,Any,10,Any, Craft-repair, Own-child,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,11,Any, Prof-specialty, Wife,Any, Female,0,1887,40,Any, >50K
57-76,Working,Any,13,Any, Adm-clerical, Unmarried,Any, Male,2174,0,37,Any, <=50K
17-36,Working,Any,9,Any, Transport-moving, Husband,Any, Male,0,0,50,Any, <=50K
17-36,Working,Any,14,Any, Exec-managerial, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Machine-op-inspct, Husband,Any, Male,0,0,40,Any, >50K
37-56,Working,Any,9,Any, Adm-clerical, Husband,Any, Male,4508,0,24,Any, <=50K
17-36,Working,Any,10,Any, Craft-repair, Husband,Any, Male,0,0,40,Any, >50K
17-36,Working,Any,7,Any, Exec-managerial, Own-child,Any, Female,0,0,20,Any, <=50K
37-56,Working,Any,11,Any, Tech-support, Husband,Any, Male,0,0,40,Any, <=50K
57-76,Working,Any,13,Any, Sales, Husband,Any, Male,0,0,50,Any, >50K
37-56,Working,Any,9,Any, Sales, Not-in-family,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Machine-op-inspct, Not-in-family,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Exec-managerial, Husband,Any, Male,99999,0,50,Any, >50K
17-36,Working,Any,13,Any, Protective-serv, Not-in-family,Any, Male,0,0,60,Any, <=50K
37-56,Working,Any,10,Any, Adm-clerical, Unmarried,Any, Female,0,0,40,Any, <=50K
57-76,Working,Any,9,Any, Sales, Husband,Any, Male,0,0,35,Any, <=50K
17-36,Working,Any,11,Any, Adm-clerical, Wife,Any, Female,0,0,40,Any, >50K
37-56,Working,Any,13,Any, Exec-managerial, Husband,Any, Male,0,0,40,Any, >50K
17-36,Working,Any,9,Any, Adm-clerical, Own-child,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Sales, Own-child,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,8,Any, Transport-moving, Not-in-family,Any, Male,0,0,35,Any, <=50K
17-36,Working,Any,9,Any, Machine-op-inspct, Husband,Any, Male,0,0,48,Any, <=50K
17-36,Working,Any,9,Any, Prof-specialty, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Craft-repair, Not-in-family,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Exec-managerial, Husband,Any, Male,7298,0,50,Any, >50K
17-36,Working,Any,9,Any, Craft-repair, Own-child,Any, Female,0,0,20,Any, <=50K
37-56,Working,Any,5,Any, Other-service, Not-in-family,Any, Female,0,1719,30,Any, <=50K
37-56,Working,Any,9,Any, Craft-repair, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,13,Any, Sales, Own-child,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Protective-serv, Not-in-family,Any, Male,0,0,75,Any, <=50K
17-36,Working,Any,10,Any, Sales, Own-child,Any, Female,0,0,20,Any, <=50K
17-36,Working,Any,9,Any, Craft-repair, Own-child,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Adm-clerical, Own-child,Any, Male,0,0,48,Any, <=50K
37-56,Working,Any,15,Any, Sales, Husband,Any, Male,0,0,50,Any, <=50K
37-56,Working,Any,9,Any, Transport-moving, Husband,Any, Male,0,0,46,Any, >50K
37-56,Working,Any,9,Any, Adm-clerical, Wife,Any, Female,0,0,38,Any, <=50K
17-36,Working,Any,13,Any, Adm-clerical, Not-in-family,Any, Female,0,0,40,Any, <=50K
17-36,Not working,Any,10,Any, ?, Own-child,Any, Male,0,0,25,Any, <=50K
57-76,Working,Any,9,Any, Craft-repair, Husband,Any, Male,15024,0,40,Any, >50K
17-36,Working,Any,5,Any, Craft-repair, Husband,Any, Male,0,0,25,Any, <=50K
17-36,Working,Any,10,Any, Craft-repair, Unmarried,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,16,Any, Prof-specialty, Husband,Any, Male,0,0,50,Any, >50K
17-36,Working,Any,10,Any, Adm-clerical, Own-child,Any, Female,2176,0,20,Any, <=50K
17-36,Working,Any,13,Any, Prof-specialty, Not-in-family,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,14,Any, Prof-specialty, Not-in-family,Any, Male,0,1669,40,Any, <=50K
37-56,Working,Any,10,Any, Exec-managerial, Husband,Any, Male,99999,0,55,Any, >50K
17-36,Working,Any,4,Any, Handlers-cleaners, Unmarried,Any, Male,0,0,40,Any, <=50K
57-76,Working,Any,9,Any, Adm-clerical, Wife,Any, Female,0,0,40,Any, >50K
37-56,Working,Any,4,Any, Craft-repair, Husband,Any, Male,0,0,32,Any, <=50K
17-36,Working,Any,10,Any, Sales, Unmarried,Any, Male,0,0,50,Any, <=50K
37-56,Working,Any,14,Any, Prof-specialty, Husband,Any, Male,0,0,45,Any, >50K
17-36,Working,Any,10,Any, Sales, Own-child,Any, Female,0,0,20,Any, <=50K
37-56,Working,Any,9,Any, Sales, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Craft-repair, Husband,Any, Male,15024,0,60,Any, >50K
37-56,Working,Any,10,Any, Transport-moving, Not-in-family,Any, Male,0,0,50,Any, <=50K
17-36,Working,Any,13,Any, Handlers-cleaners, Not-in-family,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,16,Any, Prof-specialty, Husband,Any, Male,15024,0,40,Any, >50K
57-76,Working,Any,9,Any, Sales, Not-in-family,Any, Female,0,0,20,Any, <=50K
17-36,Working,Any,12,Any, Other-service, Other-relative,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Craft-repair, Husband,Any, Male,0,0,40,Any, <=50K
57-76,Working,Any,4,Any, Machine-op-inspct, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Other-service, Not-in-family,Any, Female,0,0,50,Any, <=50K
17-36,Working,Any,7,Any, Other-service, Unmarried,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Machine-op-inspct, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Prof-specialty, Unmarried,Any, Female,0,0,35,Any, <=50K
17-36,Working,Any,10,Any, Adm-clerical, Own-child,Any, Female,0,0,15,Any, <=50K
17-36,Working,Any,12,Any, Prof-specialty, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,12,Any, Adm-clerical, Not-in-family,Any, Female,0,0,35,Any, <=50K
17-36,Working,Any,10,Any, Exec-managerial, Wife,Any, Female,0,0,40,Any, >50K
17-36,Working,Any,14,Any, Exec-managerial, Not-in-family,Any, Male,0,2824,55,Any, >50K
37-56,Working,Any,7,Any, Sales, Husband,Any, Male,0,0,40,Any, >50K
17-36,Working,Any,10,Any, Other-service, Own-child,Any, Male,0,0,20,Any, <=50K
57-76,Working,Any,9,Any, Adm-clerical, Not-in-family,Any, Female,0,0,20,Any, <=50K
37-56,Working,Any,14,Any, Exec-managerial, Husband,Any, Male,0,0,60,Any, >50K
37-56,Working,Any,9,Any, Other-service, Wife,Any, Female,0,0,16,Any, <=50K
17-36,Working,Any,9,Any, Craft-repair, Husband,Any, Male,0,0,45,Any, <=50K
37-56,Working,Any,10,Any, Craft-repair, Husband,Any, Male,0,0,45,Any, <=50K
17-36,Working,Any,14,Any, Prof-specialty, Not-in-family,Any, Male,0,0,50,Any, <=50K
17-36,Working,Any,11,Any, Craft-repair, Unmarried,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Adm-clerical, Unmarried,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Adm-clerical, Not-in-family,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Adm-clerical, Not-in-family,Any, Male,0,0,50,Any, <=50K
17-36,Working,Any,13,Any, Exec-managerial, Own-child,Any, Male,0,0,40,Any, <=50K
57-76,Not working,Any,9,Any, ?, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Other-service, Unmarried,Any, Female,0,0,40,Any, <=50K
57-76,Working,Any,13,Any, Transport-moving, Husband,Any, Male,0,0,20,Any, <=50K
17-36,Working,Any,13,Any, Prof-specialty, Not-in-family,Any, Male,2463,0,50,Any, <=50K
57-76,Working,Any,13,Any, Sales, Not-in-family,Any, Male,0,0,50,Any, <=50K
57-76,Not working,Any,15,Any, ?, Husband,Any, Male,0,0,30,Any, >50K
37-56,Working,Any,13,Any, Sales, Husband,Any, Male,99999,0,60,Any, >50K
57-76,Working,Any,9,Any, Other-service, Not-in-family,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Exec-managerial, Husband,Any, Male,7688,0,40,Any, >50K
17-36,Working,Any,11,Any, Prof-specialty, Husband,Any, Male,0,0,40,Any, >50K
17-36,Working,Any,13,Any, Handlers-cleaners, Own-child,Any, Male,0,0,40,Any, <=50K
37-56,Not working,Any,3,Any, ?, Husband,Any, Male,0,0,8,Any, <=50K
37-56,Working,Any,14,Any, Sales, Not-in-family,Any, Male,27828,0,60,Any, >50K
17-36,Working,Any,13,Any, Sales, Not-in-family,Any, Male,0,1564,40,Any, >50K
17-36,Working,Any,9,Any, Craft-repair, Own-child,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,10,Any, Prof-specialty, Not-in-family,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Exec-managerial, Husband,Any, Male,0,0,40,Any, <=50K
57-76,Working,Any,10,Any, Prof-specialty, Husband,Any, Male,0,0,40,Any, >50K
17-36,Working,Any,11,Any, Farming-fishing, Husband,Any, Male,0,0,60,Any, <=50K
57-76,Working,Any,9,Any, Other-service, Not-in-family,Any, Female,0,0,18,Any, <=50K
17-36,Working,Any,10,Any, Tech-support, Own-child,Any, Male,0,0,20,Any, <=50K
37-56,Working,Any,13,Any, Prof-specialty, Husband,Any, Male,0,0,40,Any, >50K
17-36,Not working,Any,7,Any, ?, Not-in-family,Any, Male,0,0,30,Any, <=50K
37-56,Working,Any,9,Any, Transport-moving, Husband,Any, Male,0,0,40,Any, >50K
37-56,Working,Any,12,Any, Craft-repair, Husband,Any, Male,0,0,55,Any, <=50K
17-36,Working,Any,9,Any, Machine-op-inspct, Other-relative,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Craft-repair, Not-in-family,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,9,Any, Other-service, Own-child,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Exec-managerial, Not-in-family,Any, Male,0,2258,40,Any, >50K
17-36,Working,Any,10,Any, Tech-support, Own-child,Any, Female,0,0,24,Any, <=50K
17-36,Working,Any,15,Any, Prof-specialty, Wife,Any, Female,0,0,50,Any, >50K
37-56,Working,Any,9,Any, Other-service, Not-in-family,Any, Female,0,0,40,Any, <=50K
17-36,Not working,Any,10,Any, ?, Own-child,Any, Female,0,0,30,Any, <=50K
17-36,Working,Any,13,Any, Prof-specialty, Not-in-family,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Machine-op-inspct, Husband,Any, Male,0,1977,52,Any, >50K
37-56,Working,Any,13,Any, Exec-managerial, Husband,Any, Male,15024,0,50,Any, >50K
57-76,Working,Any,9,Any, Farming-fishing, Husband,Any, Male,7298,0,45,Any, >50K
37-56,Working,Any,9,Any, Craft-repair, Unmarried,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Craft-repair, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,11,Any, Other-service, Unmarried,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,14,Any, Prof-specialty, Wife,Any, Female,0,0,45,Any, <=50K
37-56,Not working,Any,9,Any, ?, Husband,Any, Male,0,0,55,Any, >50K
37-56,Working,Any,9,Any, Transport-moving, Husband,Any, Male,0,1887,65,Any, >50K
17-36,Working,Any,6,Any, Farming-fishing, Own-child,Any, Male,0,0,35,Any, <=50K
17-36,Working,Any,9,Any, Adm-clerical, Husband,Any, Male,0,0,40,Any, <=50K
17-36,Working,Any,6,Any, Machine-op-inspct, Own-child,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Sales, Husband,Any, Male,0,0,60,Any, <=50K
17-36,Working,Any,11,Any, Craft-repair, Unmarried,Any, Male,0,0,40,Any, <=50K
57-76,Working,Any,4,Any, Other-service, Other-relative,Any, Male,0,0,32,Any, <=50K
57-76,Working,Any,2,Any, Priv-house-serv, Not-in-family,Any, Female,0,0,15,Any, <=50K
37-56,Working,Any,10,Any, Protective-serv, Husband,Any, Male,0,0,40,Any, >50K
17-36,Working,Any,12,Any, Machine-op-inspct, Husband,Any, Male,0,0,55,Any, <=50K
17-36,Working,Any,10,Any, Sales, Unmarried,Any, Female,0,0,40,Any, <=50K
17-36,Working,Any,10,Any, Sales, Own-child,Any, Female,0,0,20,Any, <=50K
37-56,Working,Any,14,Any, Prof-specialty, Husband,Any, Male,0,1977,40,Any, >50K
37-56,Working,Any,11,Any, Adm-clerical, Husband,Any, Male,2407,0,40,Any, <=50K
57-76,Working,Any,15,Any, Prof-specialty, Husband,Any, Male,0,0,36,Any, <=50K
37-56,Working,Any,9,Any, Craft-repair, Unmarried,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,16,Any, Exec-managerial, Husband,Any, Male,3103,0,40,Any, >50K
17-36,Not working,Any,9,Any, ?, Own-child,Any, Male,0,0,30,Any, <=50K
37-56,Working,Any,9,Any, Adm-clerical, Not-in-family,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Machine-op-inspct, Husband,Any, Male,0,0,42,Any, >50K
37-56,Working,Any,12,Any, Sales, Husband,Any, Male,7688,0,50,Any, >50K
17-36,Not working,Any,10,Any, ?, Not-in-family,Any, Male,0,0,40,Any, <=50K
57-76,Working,Any,13,Any, Sales, Wife,Any, Female,0,0,40,Any, <=50K
37-56,Working,Any,15,Any, Prof-specialty, Husband,Any, Male,0,0,99,Any, >50K
17-36,Working,Any,13,Any, Other-service, Not-in-family,Any, Female,0,0,38,Any, <=50K
37-56,Working,Any,13,Any, Prof-specialty, Not-in-family,Any, Female,0,0,45,Any, <=50K
17-36,Working,Any,13,Any, Exec-managerial, Husband,Any, Male,0,0,48,Any, >50K
17-36,Working,Any,9,Any, Farming-fishing, Own-child,Any, Male,0,0,50,Any, <=50K
37-56,Working,Any,10,Any, Adm-clerical, Not-in-family,Any, Female,0,0,34,Any, <=50K
17-36,Working,Any,10,Any, Machine-op-inspct, Unmarried,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,13,Any, Craft-repair, Husband,Any, Male,0,0,40,Any, <=50K
37-56,Working,Any,9,Any, Craft-repair, Husband,Any, Male,0,0,60,Any, <=50K
17-36,Working,Any,11,Any, Prof-specialty, Unmarried,Any, Female,0,0,35,Any, <=50K
57-76,Working,Any,9,Any, Sales, Husband,Any, Male,0,0,35,Any, <=50K
17-36,Not working,Any,8,Any, ?, Own-child,Any, Male,0,0,28,Any, <=50K
37-56,Working,Any,14,Any, Prof-specialty, Not-in-family,Any, Female,3325,0,40,Any, <=50K
17-36,Working,Any,9,Any, Handlers-cleaners, Husband,Any, Male,0,0,70,Any, <=50K
